Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,Capital Gains
2007-10-25,562.5599975585938,568.0,560.4000244140625,568.0,377.8826904296875,33438.0,0.0,0.0,0.0
2007-10-26,548.0,548.4000244140625,540.5599975585938,540.5599975585938,359.6271667480469,1525.0,0.0,0.0,0.0
2007-10-29,536.0800170898438,537.5999755859375,532.3200073242188,532.8800048828125,354.5177307128906,1513.0,0.0,0.0,0.0
2007-10-30,540.5599975585938,541.4400024414062,538.1599731445312,541.4400024414062,360.212646484375,1788.0,0.0,0.0,0.0
2007-10-31,534.47998046875,536.5599975585938,521.8400268554688,523.9199829101562,348.5567321777344,6750.0,0.0,0.0,0.0
2007-11-01,542.4000244140625,552.5599975585938,542.0,550.9600219726562,366.5460510253906,13238.0,0.0,0.0,0.0
2007-11-02,547.2000122070312,554.5599975585938,544.0,544.0,361.915771484375,20263.0,0.0,0.0,0.0
2007-11-05,564.47998046875,564.47998046875,556.5599975585938,558.6400146484375,371.6555480957031,11288.0,0.0,0.0,0.0
2007-11-06,547.9199829101562,553.0399780273438,543.5999755859375,543.5999755859375,361.649658203125,2075.0,0.0,0.0,0.0
2007-11-07,549.4400024414062,565.2000122070312,548.7999877929688,565.0399780273438,375.9133605957031,15350.0,0.0,0.0,0.0
2007-11-08,557.2000122070312,570.4000244140625,554.719970703125,559.5999755859375,372.294189453125,7875.0,0.0,0.0,0.0
2007-11-09,582.5599975585938,584.0,572.7999877929688,583.1199951171875,387.9416809082031,24863.0,0.0,0.0,0.0
2007-11-12,593.2000122070312,603.0399780273438,586.4000244140625,602.1599731445312,400.6087646484375,12263.0,0.0,0.0,0.0
2007-11-13,582.9600219726562,583.1199951171875,567.0399780273438,567.8400268554688,377.776123046875,5488.0,0.0,0.0,0.0
2007-11-14,560.0,574.5599975585938,557.9199829101562,574.5599975585938,382.2469177246094,2488.0,0.0,0.0,0.0
2007-11-15,584.4000244140625,597.4400024414062,581.52001953125,592.7999877929688,394.3817138671875,11975.0,0.0,0.0,0.0
2007-11-16,586.4000244140625,596.0,586.0,586.0,389.8576354980469,3438.0,0.0,0.0,0.0
2007-11-19,605.3599853515625,623.1199951171875,604.0800170898438,619.4400024414062,412.1048583984375,4150.0,0.0,0.0,0.0
2007-11-20,598.1599731445312,635.3599853515625,588.0,595.2000122070312,395.9783630371094,4025.0,0.0,0.0,0.0
2007-11-21,613.280029296875,623.2000122070312,608.0,616.0,409.81640625,8475.0,0.0,0.0,0.0
2007-11-23,596.239990234375,598.0,588.8800048828125,590.7999877929688,393.0511779785156,938.0,0.0,0.0,0.0
2007-11-26,587.52001953125,608.0800170898438,584.0,607.8400268554688,404.38763427734375,6000.0,0.0,0.0,0.0
2007-11-27,596.5599975585938,602.7999877929688,587.280029296875,588.9600219726562,391.826904296875,2175.0,0.0,0.0,0.0
2007-11-28,581.0399780273438,581.8400268554688,555.2000122070312,558.6400146484375,371.6555480957031,15788.0,0.0,0.0,0.0
2007-11-29,571.3599853515625,571.4400024414062,560.9600219726562,565.1199951171875,375.966552734375,1938.0,0.0,0.0,0.0
2007-11-30,549.760009765625,566.6400146484375,549.2000122070312,562.719970703125,374.36981201171875,1825.0,0.0,0.0,0.0
2007-12-03,563.1199951171875,567.6799926757812,562.1599731445312,565.3599853515625,376.12628173828125,1650.0,0.0,0.0,0.0
2007-12-04,574.7999877929688,574.9600219726562,572.0,572.719970703125,381.0227966308594,3663.0,0.0,0.0,0.0
2007-12-05,564.239990234375,564.239990234375,555.52001953125,559.1199951171875,371.9749450683594,2688.0,0.0,0.0,0.0
2007-12-06,559.280029296875,562.9600219726562,548.7999877929688,548.7999877929688,365.109130859375,8350.0,0.0,0.0,0.0
2007-12-07,552.8800048828125,554.6400146484375,551.9199829101562,554.6400146484375,368.99444580078125,975.0,0.0,0.0,0.0
2007-12-10,549.760009765625,549.760009765625,541.5999755859375,542.5599975585938,360.9576110839844,2025.0,0.0,0.0,0.0
2007-12-11,544.719970703125,572.0800170898438,542.9600219726562,571.4400024414062,380.1712341308594,3400.0,0.0,0.0,0.0
2007-12-12,540.6400146484375,558.47998046875,540.6400146484375,551.280029296875,366.75909423828125,2613.0,0.0,0.0,0.0
2007-12-13,570.239990234375,581.4400024414062,569.0399780273438,570.4000244140625,379.4793395996094,4513.0,0.0,0.0,0.0
2007-12-14,591.9199829101562,601.8400268554688,588.239990234375,601.5999755859375,400.2362365722656,5688.0,0.0,0.0,0.0
2007-12-17,617.52001953125,629.0399780273438,612.7999877929688,627.1199951171875,417.21441650390625,7000.0,0.0,0.0,0.0
2007-12-18,608.3200073242188,630.0,607.1199951171875,615.52001953125,409.4969482421875,23600.0,0.0,0.0,0.0
2007-12-19,619.760009765625,628.239990234375,615.1199951171875,622.4000244140625,414.07415771484375,9775.0,0.0,0.0,0.0
2007-12-20,614.0800170898438,621.1199951171875,612.0,615.52001953125,411.2891540527344,3950.0,2.712,0.0,0.0
2007-12-21,602.1599731445312,602.9600219726562,594.6400146484375,594.6400146484375,397.337158203125,2275.0,0.0,0.0,0.0
2007-12-24,594.9600219726562,623.280029296875,586.4000244140625,586.4000244140625,391.83111572265625,375.0,0.0,0.0,0.0
2007-12-26,589.52001953125,590.719970703125,583.8400268554688,586.1599731445312,391.6707763671875,1063.0,0.0,0.0,0.0
2007-12-27,587.2000122070312,595.0399780273438,585.9199829101562,595.0399780273438,397.60443115234375,1688.0,0.0,0.0,0.0
2007-12-28,582.0,585.52001953125,580.7999877929688,581.760009765625,388.7308044433594,2575.0,0.0,0.0,0.0
2007-12-31,583.8400268554688,595.8400268554688,583.8400268554688,591.2000122070312,395.0384826660156,2200.0,0.0,0.0,0.0
2008-01-02,584.1599731445312,599.760009765625,584.1599731445312,596.1599731445312,398.3528137207031,10363.0,0.0,0.0,0.0
2008-01-03,595.2000122070312,595.8400268554688,591.3599853515625,595.6799926757812,398.0320739746094,663.0,0.0,0.0,0.0
2008-01-04,604.8800048828125,624.3200073242188,604.4000244140625,624.3200073242188,417.1693115234375,5125.0,0.0,0.0,0.0
2008-01-07,615.5999755859375,627.52001953125,615.280029296875,620.6400146484375,414.7102966308594,5888.0,0.0,0.0,0.0
2008-01-08,610.3200073242188,630.5599975585938,604.6400146484375,630.5599975585938,421.3388366699219,5100.0,0.0,0.0,0.0
2008-01-09,630.47998046875,636.47998046875,618.47998046875,618.47998046875,413.2669677734375,13775.0,0.0,0.0,0.0
2008-01-10,635.5999755859375,635.8400268554688,615.760009765625,621.1199951171875,415.03106689453125,9588.0,0.0,0.0,0.0
2008-01-11,635.4400024414062,649.9199829101562,634.8800048828125,646.0800170898438,431.7092590332031,8988.0,0.0,0.0,0.0
2008-01-14,623.1199951171875,631.280029296875,623.1199951171875,625.8400268554688,418.1849060058594,2600.0,0.0,0.0,0.0
2008-01-15,646.47998046875,669.3599853515625,644.8800048828125,668.1599731445312,446.4630432128906,12725.0,0.0,0.0,0.0
2008-01-16,671.6799926757812,697.9199829101562,666.47998046875,693.9199829101562,463.6758117675781,46825.0,0.0,0.0,0.0
2008-01-17,679.8400268554688,721.1199951171875,674.7999877929688,716.0800170898438,478.48309326171875,30075.0,0.0,0.0,0.0
2008-01-18,689.6799926757812,718.1599731445312,683.1199951171875,706.0,471.7477111816406,25438.0,0.0,0.0,0.0
