variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,cooldown_until,signal_date
count_3,2003-03-14,2003-04-01,1034.43,1025.02,-1.00872052687247,-1.5245110833985958,10510.518800884582,MA200-recross,climax-top,2003-04-16,2003-03-31
count_3,2004-03-25,2004-04-13,1394.2,1501.98,7.622921432699236,0.0,11309.651162030766,MA200-recross,clustered-breadth-decline,2004-04-28,2004-04-12
count_3,2005-07-11,2005-08-09,1536.45,1596.15,3.7817467328036862,0.0,11735.315707875032,MA200-recross,clustered-breadth-decline,2005-08-24,2005-08-08
count_3,2006-09-18,2007-03-06,1631.48,1730.39,5.956583884731588,-0.6380709539804399,12432.280066313844,MA200-recross,clustered-breadth-decline,2007-03-21,2007-03-05
count_3,2008-01-23,2008-01-25,1725.46,1860.92,7.742863352091785,0.0,13392.817094764348,VIX,clustered-breadth-decline,2008-02-09,2008-01-24
count_3,2008-03-17,2008-03-19,1680.54,1765.1,4.926736769666045,0.0,14050.596671698526,VIX,clustered-breadth-decline,2008-04-03,2008-03-18
count_3,2008-05-02,2008-05-27,1996.31,1965.0,-1.6667761014574032,-2.2486487569565785,13814.4213520235,MA200-recross,clustered-breadth-decline,2008-06-11,2008-05-23
count_3,2008-06-16,2008-06-18,1954.04,1962.78,0.3468813790685198,0.0,13860.337538505944,MA200-recross,clustered-breadth-decline,2008-07-03,2008-06-17
count_3,2008-09-18,2008-09-22,1668.33,1742.52,4.342567167442166,0.0,14460.188580078091,VIX,clustered-breadth-decline,2008-10-07,2008-09-19
count_3,2008-10-09,2008-10-13,1349.55,1338.6,-0.910520620538904,-5.909377199807343,14326.534686493875,VIX,clustered-breadth-decline,2008-10-28,2008-10-10
count_3,2008-10-30,2008-11-11,1333.27,1236.45,-7.354536746792302,-6.847825271700403,13270.957973801205,VIX,clustered-breadth-decline,2008-11-26,2008-11-10
count_3,2008-12-01,2008-12-16,1156.53,1194.82,3.207506689099679,-2.4884784657553176,13694.592763451596,VIX,clustered-breadth-decline,2008-12-31,2008-12-15
count_3,2009-01-05,2009-01-12,1254.7,1225.12,-2.455129333396597,-2.525703355383761,13356.39735072022,VIX,clustered-breadth-decline,2009-01-27,2009-01-09
count_3,2009-01-29,2009-02-18,1217.75,1193.89,-2.057342915485374,-3.079449804968179,13079.631029490258,VIX,climax-top,2009-03-05,2009-02-17
count_3,2009-03-09,2009-03-11,1058.85,1118.35,5.513737441143922,0.0,13798.752405352328,VIX,clustered-breadth-decline,2009-03-26,2009-03-10
count_3,2009-03-30,2009-05-15,1230.89,1355.55,10.017558631257215,0.0,15178.950342354201,VIX,clustered-breadth-decline,2009-05-30,2009-05-14
count_3,2010-05-24,2010-05-26,1818.46,1827.58,0.4010719693220312,-0.15287660987868706,15237.824846695003,MA200-recross,clustered-breadth-decline,2010-06-10,2010-05-25
count_3,2010-07-14,2010-07-22,1847.92,1842.38,-0.399446906271074,-2.404866011515653,15174.961821230938,MA200-recross,clustered-breadth-decline,2010-08-06,2010-07-21
count_3,2010-09-07,2010-11-17,1862.88,2093.72,12.279230349610899,0.0,17036.207546421898,MA200-recross,clustered-breadth-decline,2010-12-02,2010-11-16
count_3,2011-06-22,2011-07-13,2243.21,2360.43,5.1203743575138985,-1.1657401669928402,17906.473945378155,MA200-recross,clustered-breadth-decline,2011-07-28,2011-07-12
count_3,2011-08-05,2011-08-09,2227.49,2095.99,-5.9975552091697475,-7.506206537403079,16830.583260040596,VIX,clustered-breadth-decline,2011-08-24,2011-08-08
count_3,2011-08-26,2011-09-12,2101.91,2145.78,1.985113175817415,0.0,17162.669534770823,VIX,clustered-breadth-decline,2011-09-27,2011-09-09
count_3,2011-09-29,2011-10-03,2255.55,2128.02,-5.748352132373005,-5.159273791314772,16174.156338118017,VIX,clustered-breadth-decline,2011-10-18,2011-09-30
count_3,2011-11-23,2011-11-28,2199.46,2207.68,0.27340453058277714,-2.2087239595173327,16216.374480284667,VIX,clustered-breadth-decline,2011-12-13,2011-11-25
count_3,2011-12-27,2012-04-16,2284.29,2713.89,18.687971591473357,-0.7534069667161366,19244.699056611284,MA200-recross,clustered-breadth-decline,2012-05-01,2012-04-13
count_3,2013-01-03,2013-02-26,2742.13,2708.8,-1.3142136323537188,-1.5010229274323357,18989.795740240173,MA200-recross,clustered-breadth-decline,2013-03-13,2013-02-25
count_3,2014-10-20,2014-10-22,3813.59,3980.49,4.2721293912133875,0.0,19799.02166409645,MA200-recross,clustered-breadth-decline,2014-11-06,2014-10-21
count_3,2015-08-25,2015-08-27,4187.28,4281.63,2.151050556569611,0.0,20222.88711929177,VIX,clustered-breadth-decline,2015-09-11,2015-08-26
count_3,2015-10-16,2015-11-11,4419.94,4657.19,5.262404861407272,-0.14525084050912826,21285.04469012567,MA200-recross,clustered-breadth-decline,2015-11-26,2015-11-10
count_3,2018-10-15,2018-10-17,7129.31,7310.0,2.431983644608159,0.0,21800.669175900613,MA200-recross,clustered-breadth-decline,2018-11-01,2018-10-16
count_3,2018-12-24,2018-12-27,5994.08,6168.6,2.808679276196219,0.0,22410.951966323468,VIX,clustered-breadth-decline,2019-01-11,2018-12-26
count_3,2019-02-19,2019-03-06,7033.37,7156.24,1.6452616076196074,0.0,22777.65430231138,MA200-recross,clustered-breadth-decline,2019-03-21,2019-03-05
count_3,2019-06-05,2019-08-02,7230.81,7740.91,6.947533658341738,0.0,24358.070026208603,MA200-recross,clustered-breadth-decline,2019-08-17,2019-08-01
count_3,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,24830.67900175872,VIX+MA200,bearish-divergence,2020-03-19,2020-03-03
count_3,2020-03-23,2020-03-25,6952.71,7543.96,8.395428690322957,0.0,26913.236996387463,VIX,clustered-breadth-decline,2020-04-09,2020-03-24
count_3,2020-04-14,2020-06-15,8489.27,9517.14,11.995820797217005,-1.0162240098383069,30139.580718996443,VIX+MA200,clustered-breadth-decline,2020-06-30,2020-06-12
count_3,2022-02-03,2022-02-14,14693.85,14233.4,-3.2304418981857776,-2.9945181147214663,29163.97137993144,MA200-recross,clustered-breadth-decline,2022-03-01,2022-02-11
count_3,2022-03-30,2022-04-07,15177.15,14469.5,-4.7578910985630785,-4.468954975077668,27774.428960569185,MA200-recross,clustered-breadth-decline,2022-04-22,2022-04-06
count_3,2022-06-14,2022-06-16,11385.18,11286.87,-0.9625779248576266,0.0,27505.08806441873,VIX,clustered-breadth-decline,2022-07-01,2022-06-15
count_3,2022-09-27,2022-09-29,11411.34,11334.57,-0.7720294509428843,0.0,27290.748404348153,VIX,clustered-breadth-decline,2022-10-14,2022-09-28
count_3,2022-10-18,2022-11-14,11368.76,11728.11,3.057745533588882,-5.965118447394437,28123.19946730975,VIX,climax-top,2022-11-29,2022-11-11
count_3,2023-01-27,2023-02-13,12000.21,12356.5,2.8661138026952986,-0.7318205264741177,28927.21370786382,MA200-recross,clustered-breadth-decline,2023-02-28,2023-02-10
count_3,2023-10-30,2023-11-01,14283.98,14453.68,1.0869067530785335,0.0,29239.61467806452,MA200,clustered-breadth-decline,2023-11-16,2023-10-31
count_3,2025-04-07,2025-04-09,16771.77,17116.53,1.9535923995380633,0.0,29808.818032145413,VIX,clustered-breadth-decline,2025-04-24,2025-04-08
count_3,2025-05-13,2025-05-27,20906.92,21201.45,1.307409917038416,0.0,30196.52840115045,MA200-recross,clustered-breadth-decline,2025-06-11,2025-05-23
count_3,2026-04-09,2026-04-28,24918.28,26988.77,8.200865860890815,0.0,32670.823181315987,MA200-recross,clustered-breadth-decline,2026-05-13,2026-04-27
count_4,2002-07-24,2002-07-26,875.48,905.88,3.3689601948237877,0.0,10334.862329880429,VIX,clustered-breadth-decline,2002-08-10,2002-07-25
count_4,2002-10-10,2002-10-14,809.46,878.75,8.451521897984133,0.0,11206.230967597805,VIX,clustered-breadth-decline,2002-10-29,2002-10-11
count_4,2003-01-10,2003-01-22,1059.86,1005.57,-5.217204863497684,-4.805351650217949,10619.631112590145,MA200-recross,clustered-breadth-decline,2003-02-06,2003-01-21
count_4,2003-03-14,2003-04-01,1034.43,1025.02,-1.00872052687247,-1.5245110833985958,10510.518800884582,MA200-recross,climax-top,2003-04-16,2003-03-31
count_4,2004-03-25,2004-04-14,1394.2,1464.32,4.924430626459831,0.0,11026.052763408898,MA200-recross,clustered-breadth-decline,2004-04-29,2004-04-13
count_4,2005-03-31,2005-04-18,1489.44,1406.3,-5.676334541935167,-5.428214631002265,10398.23388513294,MA200-recross,clustered-breadth-decline,2005-05-03,2005-04-15
count_4,2005-05-18,2005-08-17,1493.03,1577.57,5.556701365063313,-0.16744472649578374,10973.97712235695,MA200-recross,clustered-breadth-decline,2005-09-01,2005-08-16
count_4,2006-09-18,2007-06-08,1631.48,1884.66,15.402964293713111,-0.6380709539804399,12662.1408704709,MA200-recross,clustered-breadth-decline,2007-06-23,2007-06-07
count_4,2008-01-23,2008-01-25,1725.46,1860.92,7.742863352091785,0.0,13640.475706887304,VIX,clustered-breadth-decline,2008-02-09,2008-01-24
count_4,2008-03-17,2008-03-19,1680.54,1765.1,4.926736769666045,0.0,14310.456771728188,VIX,clustered-breadth-decline,2008-04-03,2008-03-18
count_4,2008-05-02,2008-06-03,1996.31,2015.03,0.8368428255879347,-2.2486487569565785,14428.204434103003,MA200-recross,clustered-breadth-decline,2008-06-18,2008-06-02
count_4,2008-09-18,2008-09-23,1668.33,1678.94,0.5353796341536156,-0.14325702948456676,14503.4447484209,VIX,clustered-breadth-decline,2008-10-08,2008-09-22
count_4,2008-10-10,2008-10-14,1234.9,1470.85,18.987762981413173,0.0,17255.134583761464,VIX,clustered-breadth-decline,2008-10-29,2008-10-13
count_4,2008-10-31,2008-11-11,1318.39,1236.45,-6.3088943396080035,-5.79646386880969,16164.58946365819,VIX,clustered-breadth-decline,2008-11-26,2008-11-10
count_4,2008-12-01,2008-12-16,1156.53,1194.82,3.207506689099679,-2.4884784657553176,16681.037676903637,VIX,clustered-breadth-decline,2008-12-31,2008-12-15
count_4,2009-01-05,2009-01-12,1254.7,1225.12,-2.455129333396597,-2.525703355383761,16269.521179076371,VIX,clustered-breadth-decline,2009-01-27,2009-01-09
count_4,2009-01-29,2009-02-18,1217.75,1193.89,-2.057342915485374,-3.079449804968179,15932.821911144407,VIX,climax-top,2009-03-05,2009-02-17
count_4,2009-03-09,2009-03-11,1058.85,1118.35,5.513737441143922,0.0,16809.260740915546,VIX,clustered-breadth-decline,2009-03-26,2009-03-10
count_4,2009-03-30,2009-05-15,1230.89,1355.55,10.017558631257215,0.0,18491.038115531348,VIX,clustered-breadth-decline,2009-05-30,2009-05-14
count_4,2010-05-24,2010-05-26,1818.46,1827.58,0.4010719693220312,-0.15287660987868706,18563.196475529705,MA200-recross,clustered-breadth-decline,2010-06-10,2010-05-25
count_4,2010-07-14,2010-08-13,1847.92,1825.29,-1.3233461303029512,-2.404866011515653,18315.554366771554,MA200-recross,clustered-breadth-decline,2010-08-28,2010-08-12
count_4,2010-09-07,2011-03-17,1862.88,2238.85,20.062068886110072,0.0,21987.832880017344,MA200-recross,clustered-breadth-decline,2011-04-01,2011-03-16
count_4,2011-06-22,2011-07-13,2243.21,2360.43,5.1203743575138985,-1.1657401669928402,23111.641032835185,MA200-recross,clustered-breadth-decline,2011-07-28,2011-07-12
count_4,2011-08-05,2011-08-09,2227.49,2095.99,-5.9975552091697475,-7.506206537403079,21723.567577697857,VIX,clustered-breadth-decline,2011-08-24,2011-08-08
count_4,2011-08-26,2011-09-12,2101.91,2145.78,1.985113175817415,0.0,22152.78512880858,VIX,clustered-breadth-decline,2011-09-27,2011-09-09
count_4,2011-09-29,2011-10-03,2255.55,2128.02,-5.748352132373005,-5.159273791314772,20877.422515998027,VIX,clustered-breadth-decline,2011-10-18,2011-09-30
count_4,2011-11-23,2011-11-28,2199.46,2207.68,0.27340453058277714,-2.2087239595173327,20932.49960098037,VIX,clustered-breadth-decline,2011-12-13,2011-11-25
count_4,2011-12-27,2012-05-07,2284.29,2622.67,14.698599594607542,-0.7534069667161366,24007.136916475345,MA200-recross,clustered-breadth-decline,2012-05-22,2012-05-04
count_4,2012-11-02,2012-11-06,2701.91,2676.15,-1.0523967339290525,-1.0733148032317879,23752.49711562382,MA200-recross,clustered-breadth-decline,2012-11-21,2012-11-05
count_4,2012-11-30,2012-12-31,2680.55,2600.92,-3.0676398571153345,-2.7677155807576823,23021.886723443346,MA200-recross,clustered-breadth-decline,2013-01-15,2012-12-28
count_4,2014-10-20,2014-10-22,3813.59,3980.49,4.2721293912133875,0.0,24003.36879127351,MA200-recross,clustered-breadth-decline,2014-11-06,2014-10-21
count_4,2015-08-25,2015-08-27,4187.28,4281.63,2.151050556569611,0.0,24517.67187874809,VIX,clustered-breadth-decline,2015-09-11,2015-08-26
count_4,2015-10-16,2015-11-13,4419.94,4566.12,3.2040290573863253,-0.14525084050912826,25301.193169647242,MA200-recross,clustered-breadth-decline,2015-11-28,2015-11-12
count_4,2018-10-15,2018-10-17,7129.31,7310.0,2.431983644608159,0.0,25914.48972958733,MA200-recross,clustered-breadth-decline,2018-11-01,2018-10-16
count_4,2018-12-24,2018-12-27,5994.08,6168.6,2.808679276196219,0.0,26640.316545361486,VIX,clustered-breadth-decline,2019-01-11,2018-12-26
count_4,2019-02-19,2019-03-07,7033.37,7089.63,0.6991515168899062,0.0,26824.565731077484,MA200-recross,clustered-breadth-decline,2019-03-22,2019-03-06
count_4,2019-06-05,2019-08-05,7230.81,7510.02,3.757583633554663,0.0,27830.483646924233,MA200-recross,clustered-breadth-decline,2019-08-20,2019-08-02
count_4,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,28370.754236512523,VIX+MA200,bearish-divergence,2020-03-19,2020-03-03
count_4,2020-03-23,2020-03-25,6952.71,7543.96,8.395428690322957,0.0,30750.516723058805,VIX,clustered-breadth-decline,2020-04-09,2020-03-24
count_4,2020-04-14,2020-06-22,8489.27,10009.0,17.78393197529354,-1.0162240098383069,36216.98985981909,VIX+MA200,clustered-breadth-decline,2020-07-07,2020-06-19
count_4,2022-02-03,2022-02-14,14693.85,14233.4,-3.2304418981857776,-2.9945181147214663,35045.05334954478,MA200-recross,clustered-breadth-decline,2022-03-01,2022-02-11
count_4,2022-03-30,2022-04-12,15177.15,14175.66,-6.692024363679229,-7.820638262124305,32697.8967613725,MA200-recross,clustered-breadth-decline,2022-04-27,2022-04-11
count_4,2022-06-14,2022-06-16,11385.18,11286.87,-0.9625779248576266,0.0,32381.163651034043,VIX,clustered-breadth-decline,2022-07-01,2022-06-15
count_4,2022-09-27,2022-09-29,11411.34,11334.57,-0.7720294509428843,0.0,32129.179251384558,VIX,clustered-breadth-decline,2022-10-14,2022-09-28
count_4,2022-10-18,2022-11-14,11368.76,11728.11,3.057745533588882,-5.965118447394437,33109.5772174672,VIX,climax-top,2022-11-29,2022-11-11
count_4,2023-01-27,2023-02-13,12000.21,12356.5,2.8661138026952986,-0.7318205264741177,34056.50671897306,MA200-recross,clustered-breadth-decline,2023-02-28,2023-02-10
count_4,2023-10-30,2023-11-01,14283.98,14453.68,1.0869067530785335,0.0,34424.658321296694,MA200,clustered-breadth-decline,2023-11-16,2023-10-31
count_4,2025-04-07,2025-04-09,16771.77,17116.53,1.9535923995380633,0.0,35095.1562939045,VIX,clustered-breadth-decline,2025-04-24,2025-04-08
count_4,2025-05-13,2025-05-27,20906.92,21201.45,1.307409917038416,0.0,35551.980773591975,MA200-recross,clustered-breadth-decline,2025-06-11,2025-05-23
count_4,2026-04-09,2026-05-18,24918.28,29246.2,17.251144203340317,0.0,41682.93173254612,MA200-recross,clustered-breadth-decline,2026-06-02,2026-05-15
count_5,2002-07-24,2002-07-26,875.48,905.88,3.3689601948237877,0.0,10334.862329880429,VIX,clustered-breadth-decline,2002-08-10,2002-07-25
count_5,2002-10-10,2002-11-12,809.46,982.45,21.249727099487348,0.0,12528.779873816746,VIX,climax-top,2002-11-27,2002-11-11
count_5,2003-01-10,2003-01-22,1059.86,1005.57,-5.217204863497684,-4.805351650217949,11873.179932951694,MA200-recross,clustered-breadth-decline,2003-02-06,2003-01-21
count_5,2003-03-14,2003-04-01,1034.43,1025.02,-1.00872052687247,-1.5245110833985958,11751.422816980776,MA200-recross,climax-top,2003-04-16,2003-03-31
count_5,2004-03-25,2004-04-15,1394.2,1479.56,6.016438058405896,0.0,12456.379727365218,MA200-recross,clustered-breadth-decline,2004-04-30,2004-04-14
count_5,2005-03-31,2005-04-21,1489.44,1423.62,-4.514643661089217,-5.5450370609088075,11892.063716039132,MA200-recross,clustered-breadth-decline,2005-05-06,2005-04-20
count_5,2005-05-18,2005-09-22,1493.03,1559.94,4.377061383911264,-0.16744472649578374,12410.542874090166,MA200-recross,clustered-breadth-decline,2005-10-07,2005-09-21
count_5,2006-09-18,2007-07-27,1631.48,1988.85,21.78280726261039,-0.6380709539804399,15111.689680524229,MA200-recross,bearish-divergence,2007-08-11,2007-07-26
count_5,2008-01-23,2008-01-25,1725.46,1860.92,7.742863352091785,0.0,16279.689734045853,VIX,clustered-breadth-decline,2008-02-09,2008-01-24
count_5,2008-03-17,2008-03-19,1680.54,1765.1,4.926736769666045,0.0,17079.697926792942,VIX,clustered-breadth-decline,2008-04-03,2008-03-18
count_5,2008-05-02,2008-06-12,1996.31,1941.68,-2.833763776426369,-3.60565242873101,16593.727971458204,MA200-recross,clustered-breadth-decline,2008-06-27,2008-06-11
count_5,2008-09-18,2008-10-03,1668.33,1516.05,-9.218517460803493,-10.622598646550745,15062.124446185704,VIX,clustered-breadth-decline,2008-10-18,2008-10-02
count_5,2008-10-21,2008-10-24,1329.68,1149.12,-13.665584631425345,-6.963329522892736,13001.933738547905,VIX,clustered-breadth-decline,2008-11-08,2008-10-23
count_5,2008-11-11,2008-11-13,1236.45,1167.83,-5.644162430895838,-5.747907315297823,12266.139920811122,VIX,clustered-breadth-decline,2008-11-28,2008-11-12
count_5,2008-12-02,2009-01-12,1109.99,1225.12,10.26184850799313,0.0,13522.769998778147,VIX,clustered-breadth-decline,2009-01-27,2009-01-09
count_5,2009-01-29,2009-02-18,1217.75,1193.89,-2.057342915485374,-3.079449804968179,13242.580821660058,VIX,climax-top,2009-03-05,2009-02-17
count_5,2009-03-09,2009-03-11,1058.85,1118.35,5.513737441143922,0.0,13970.68682122326,VIX,clustered-breadth-decline,2009-03-26,2009-03-10
count_5,2009-03-30,2010-02-01,1230.89,1745.91,41.699498941314076,0.0,19793.976229344145,VIX,clustered-breadth-decline,2010-02-16,2010-01-29
count_5,2010-05-24,2010-05-26,1818.46,1827.58,0.4010719693220312,-0.15287660987868706,19871.36030889462,MA200-recross,clustered-breadth-decline,2010-06-10,2010-05-25
count_5,2010-07-14,2010-08-16,1847.92,1806.97,-2.3137401492768337,-2.404866011515653,19409.611804621756,MA200-recross,clustered-breadth-decline,2010-08-31,2010-08-13
count_5,2010-09-07,2011-06-13,1862.88,2225.21,19.33060111488533,0.0,23159.413134509738,MA200-recross,clustered-breadth-decline,2011-06-28,2011-06-10
count_5,2011-08-05,2011-08-09,2227.49,2095.99,-5.9975552091697475,-7.506206537403079,21768.474521199896,VIX,clustered-breadth-decline,2011-08-24,2011-08-08
count_5,2011-08-26,2011-09-12,2101.91,2145.78,1.985113175817415,0.0,22198.583525962935,VIX,clustered-breadth-decline,2011-09-27,2011-09-09
count_5,2011-09-29,2011-10-03,2255.55,2128.02,-5.748352132373005,-5.159273791314772,20920.588260012966,VIX,clustered-breadth-decline,2011-10-18,2011-09-30
count_5,2011-11-23,2011-11-28,2199.46,2207.68,0.27340453058277714,-2.2087239595173327,20975.783362095106,VIX,clustered-breadth-decline,2011-12-13,2011-11-25
count_5,2011-12-27,2012-05-15,2284.29,2589.96,13.268076046948252,-0.7534069667161366,23756.733569260537,MA200-recross,clustered-breadth-decline,2012-05-30,2012-05-14
count_5,2012-11-02,2012-11-15,2701.91,2534.24,-6.2993576215804135,-6.293325832466662,22258.274956102985,MA200-recross,clustered-breadth-decline,2012-11-30,2012-11-14
count_5,2012-12-12,2013-06-25,2694.4,2874.66,6.583535355244005,-3.267517814726839,23721.590521951894,MA200-recross,clustered-breadth-decline,2013-07-10,2013-06-24
count_5,2014-10-20,2015-01-14,3813.59,4122.08,7.981193049331346,0.0,25612.776643950267,MA200-recross,clustered-breadth-decline,2015-01-29,2015-01-13
count_5,2015-08-25,2015-08-27,4187.28,4281.63,2.151050556569611,0.0,26161.698907997325,VIX,clustered-breadth-decline,2015-09-11,2015-08-26
count_5,2015-10-16,2015-11-16,4419.94,4494.56,1.586620772158058,-0.14525084050912826,26574.769991013334,MA200-recross,clustered-breadth-decline,2015-12-01,2015-11-13
count_5,2018-10-15,2018-10-18,7129.31,7250.93,1.6042603513267755,0.0,26999.082446831933,MA200-recross,clustered-breadth-decline,2018-11-02,2018-10-17
count_5,2018-12-24,2018-12-27,5994.08,6168.6,2.808679276196219,0.0,27755.371993486468,VIX,clustered-breadth-decline,2019-01-11,2018-12-26
count_5,2019-02-19,2019-03-11,7033.37,7050.05,0.1369681001194178,-0.25137309710708083,27791.386629506025,MA200-recross,clustered-breadth-decline,2019-03-26,2019-03-08
count_5,2019-06-05,2019-08-06,7230.81,7492.02,3.508897677271726,0.0,28764.52286045359,MA200-recross,clustered-breadth-decline,2019-08-21,2019-08-05
count_5,2020-03-02,2020-03-04,8569.91,8745.64,1.9485470749947709,0.0,29322.99364381641,VIX+MA200,bearish-divergence,2020-03-19,2020-03-03
count_5,2020-03-23,2020-03-25,6952.71,7543.96,8.395428690322957,0.0,31782.700710764046,VIX,clustered-breadth-decline,2020-04-09,2020-03-24
count_5,2020-04-14,2021-09-09,8489.27,15639.44,84.04183605671743,-1.0162240098383069,58490.625518140965,VIX+MA200,clustered-breadth-decline,2021-09-24,2021-09-08
count_5,2022-06-14,2022-06-16,11385.18,11286.87,-0.9625779248576266,0.0,57925.61729457145,VIX,clustered-breadth-decline,2022-07-01,2022-06-15
count_5,2022-09-27,2022-09-29,11411.34,11334.57,-0.7720294509428843,0.0,57476.422189711404,VIX,clustered-breadth-decline,2022-10-14,2022-09-28
count_5,2022-10-18,2022-11-14,11368.76,11728.11,3.057745533588882,-5.965118447394437,59231.87434462866,VIX,climax-top,2022-11-29,2022-11-11
count_5,2023-01-27,2023-02-13,12000.21,12356.5,2.8661138026952986,-0.7318205264741177,60927.498609677175,MA200-recross,clustered-breadth-decline,2023-02-28,2023-02-10
count_5,2023-10-30,2023-11-01,14283.98,14453.68,1.0869067530785335,0.0,61587.71283748006,MA200,clustered-breadth-decline,2023-11-16,2023-10-31
count_5,2025-04-07,2025-04-09,16771.77,17116.53,1.9535923995380633,0.0,62788.86617859841,VIX,clustered-breadth-decline,2025-04-24,2025-04-08
count_5,2025-05-13,2025-05-29,20906.92,21611.54,3.2669530488939453,0.0,64838.116287055585,MA200-recross,clustered-breadth-decline,2025-06-13,2025-05-28
