variant,entry_date,exit_date,entry_price,exit_price,return_pct,max_drawdown_pct,accumulated,buy_trigger,sell_reason,cooldown_until
rsi_5_14,2003-08-13,2004-06-14,1247.56,1470.62,17.76188038591561,0.0,15998.429449215306,RSI-golden-cross,bearish-divergence,2004-06-29
rsi_5_14,2004-07-21,2007-07-27,1433.27,1988.85,38.6244143760796,-8.989234408031978,22175.342889201213,RSI-golden-cross,bearish-divergence,2007-08-11
rsi_5_14,2007-08-20,2007-09-04,1891.13,1989.28,5.0848812161474095,0.0,23300.881885578325,RSI-golden-cross,bearish-divergence,2007-09-19
rsi_5_14,2007-10-19,2008-03-11,2188.75,1704.05,-22.22287599775211,-23.562307252998288,18120.978026523546,RSI-golden-cross,trailing-stop,2008-03-26
rsi_5_14,2008-04-01,2008-09-30,1806.15,1540.51,-14.792776908337347,-17.163579990587714,15438.530101220169,RSI-golden-cross,trailing-stop,2008-10-15
rsi_5_14,2008-10-17,2008-11-05,1291.58,1359.82,5.178220440872035,-9.430310162746402,16235.919440487325,VIX,climax-top,2008-11-20
rsi_5_14,2008-11-24,2009-01-14,1106.02,1183.79,6.924540387985798,-1.343556174391051,17358.11299410083,VIX,climax-top,2009-01-29
rsi_5_14,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,17721.146939945294,VIX,climax-top,2009-03-05
rsi_5_14,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,38077.83603040418,VIX,bearish-divergence,2011-10-04
rsi_5_14,2011-10-06,2014-08-08,2181.58,3864.09,76.9464260343174,-1.4072369567010983,67374.60050274745,VIX,bearish-divergence,2014-08-23
rsi_5_14,2014-09-09,2014-10-02,4094.02,3984.8,-2.765077078170145,-2.6692590656616284,65509.66851850805,RSI-golden-cross,bearish-divergence,2014-10-17
rsi_5_14,2014-11-21,2018-03-23,4284.41,6683.19,55.83266190502396,-7.8566243660153825,102082.90193092951,RSI-golden-cross,bearish-divergence,2018-04-07
rsi_5_14,2018-04-10,2020-02-26,6585.52,8883.01,34.75217491231306,-10.41937462797167,137556.583043782,RSI-golden-cross,bearish-divergence,2020-03-12
rsi_5_14,2020-03-16,2021-12-01,7502.26,16347.96,117.6893390777586,-6.770893037564683,299442.8395925664,VIX,bearish-divergence,2021-12-16
rsi_5_14,2021-12-22,2022-03-21,15963.54,14377.15,-10.027600175258678,-18.27226291912697,269414.0091607844,RSI-golden-cross,climax-top,2022-04-05
rsi_5_14,2022-04-20,2022-06-14,14246.2,11385.18,-20.162566089587894,-20.762589322064837,215091.43313479377,RSI-golden-cross,climax-top,2022-06-29
rsi_5_14,2022-07-05,2022-11-14,11419.34,11728.11,2.6012689973714593,-6.381629761439801,220684.51388824114,RSI-golden-cross,climax-top,2022-11-29
rsi_5_14,2022-12-01,2023-05-02,12030.24,13225.48,9.82541603023118,-11.22920240992698,242365.5872378938,RSI-golden-cross,bearish-divergence,2023-05-17
rsi_5_14,2023-05-26,2023-06-01,13990.55,14269.09,1.8889753510727803,0.0,246941.79455054688,RSI-golden-cross,bearish-divergence,2023-06-16
rsi_5_14,2023-07-03,2024-12-19,15190.54,21358.79,40.465328316557354,-7.116073556305445,346865.19781294104,RSI-golden-cross,bearish-divergence,2025-01-03
rsi_5_14,2025-01-07,2025-01-10,21619.89,21012.29,-2.907516130310758,-2.030213844751293,336778.06531125674,RSI-golden-cross,bearish-divergence,2025-01-25
rsi_7_14,2002-07-24,2002-08-15,875.48,975.09,11.266436389334928,-2.1017042079773356,11124.5309745696,VIX,climax-top,2002-08-30
rsi_7_14,2002-09-10,2002-11-12,934.43,982.45,5.033875301468325,-13.88975097118029,11682.475652949637,RSI-golden-cross,climax-top,2002-11-27
rsi_7_14,2002-12-03,2003-03-18,1109.46,1075.3,-3.175847945729505,-14.201503434103083,11309.489748394544,RSI-golden-cross,climax-top,2003-04-02
rsi_7_14,2003-04-15,2003-07-21,1044.33,1256.12,20.159768248171275,0.0,13587.25507403909,RSI-golden-cross,climax-top,2003-08-05
rsi_7_14,2003-08-13,2004-06-14,1247.56,1470.62,17.76188038591561,0.0,15998.429449215306,RSI-golden-cross,bearish-divergence,2004-06-29
rsi_7_14,2004-07-21,2007-07-27,1433.27,1988.85,38.6244143760796,-8.989234408031978,22175.342889201213,RSI-golden-cross,bearish-divergence,2007-08-11
rsi_7_14,2007-08-21,2007-09-04,1887.83,1989.28,5.268573660919091,0.0,23341.61447814355,RSI-golden-cross,bearish-divergence,2007-09-19
rsi_7_14,2007-10-15,2008-03-11,2182.06,1704.05,-21.984418320339476,-23.32795615152654,18208.316152730753,RSI-golden-cross,trailing-stop,2008-03-26
rsi_7_14,2008-04-11,2008-09-30,1832.05,1540.51,-15.997365799510652,-18.334652438525143,15293.625185505025,RSI-golden-cross,trailing-stop,2008-10-15
rsi_7_14,2008-10-17,2008-11-05,1291.58,1359.82,5.178220440872035,-9.430310162746402,16083.511028806792,VIX,climax-top,2008-11-20
rsi_7_14,2008-11-24,2009-01-14,1106.02,1183.79,6.924540387985798,-1.343556174391051,17195.15100039879,VIX,climax-top,2009-01-29
rsi_7_14,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,17554.757725391264,VIX,climax-top,2009-03-05
rsi_7_14,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,37720.28213202492,VIX,bearish-divergence,2011-10-04
rsi_7_14,2011-10-06,2014-08-08,2181.58,3864.09,76.9464260343174,-1.4072369567010983,66741.92165841897,VIX,bearish-divergence,2014-08-23
rsi_7_14,2014-09-08,2014-10-02,4086.52,3984.8,-2.586621589902937,-2.490627722365245,65013.5865695021,RSI-golden-cross,bearish-divergence,2014-10-17
rsi_7_14,2014-10-21,2018-03-23,3916.65,6683.19,70.46481431644487,0.0,110822.58497801973,RSI-golden-cross,bearish-divergence,2018-04-07
rsi_7_14,2018-04-11,2020-02-26,6578.84,8883.01,34.88899911360298,-10.328416559758253,149485.12677868182,RSI-golden-cross,bearish-divergence,2020-03-12
rsi_7_14,2020-03-16,2021-12-01,7502.26,16347.96,117.6893390777586,-6.770893037564683,325410.0076106712,VIX,bearish-divergence,2021-12-16
rsi_7_14,2021-12-22,2022-03-21,15963.54,14377.15,-10.027600175258678,-18.27226291912697,292777.293393196,RSI-golden-cross,climax-top,2022-04-05
rsi_7_14,2022-04-29,2022-06-14,13274.94,11385.18,-14.32126616206831,-14.965190049823207,250846.02115691837,RSI-golden-cross,climax-top,2022-06-29
rsi_7_14,2022-07-05,2022-11-14,11419.34,11728.11,2.6012689973714593,-6.381629761439801,257369.17492372316,RSI-golden-cross,climax-top,2022-11-29
rsi_7_14,2022-12-01,2023-05-02,12030.24,13225.48,9.82541603023118,-11.22920240992698,282654.6688393921,RSI-golden-cross,bearish-divergence,2023-05-17
rsi_7_14,2023-05-26,2023-06-01,13990.55,14269.09,1.8889753510727803,0.0,287991.92697267106,RSI-golden-cross,bearish-divergence,2023-06-16
rsi_7_14,2023-07-03,2024-12-19,15190.54,21358.79,40.465328316557354,-7.116073556305445,404526.40109405934,RSI-golden-cross,bearish-divergence,2025-01-03
rsi_7_14,2025-01-07,2025-01-10,21619.89,21012.29,-2.907516130310758,-2.030213844751293,392762.7598060453,RSI-golden-cross,bearish-divergence,2025-01-25
rsi_9_14,2002-07-24,2002-08-15,875.48,975.09,11.266436389334928,-2.1017042079773356,11124.5309745696,VIX,climax-top,2002-08-30
rsi_9_14,2002-09-11,2002-11-12,958.29,982.45,2.4186875559079652,-16.033768483444465,11391.574434029084,RSI-golden-cross,climax-top,2002-11-27
rsi_9_14,2003-01-03,2003-03-18,1024.47,1075.3,4.85668075993532,-7.083662771969901,11942.778271012687,RSI-golden-cross,climax-top,2003-04-02
rsi_9_14,2003-04-15,2003-07-21,1044.33,1256.12,20.159768248171275,0.0,14348.213095159319,RSI-golden-cross,climax-top,2003-08-05
rsi_9_14,2003-08-15,2004-06-14,1250.45,1470.62,17.48971289875873,0.0,16855.4994744758,RSI-golden-cross,bearish-divergence,2004-06-29
rsi_9_14,2004-07-28,2007-07-27,1384.51,1988.85,43.50652172451164,-5.783995781901173,24186.305949896316,RSI-golden-cross,bearish-divergence,2007-08-11
rsi_9_14,2007-08-22,2007-09-04,1927.31,1989.28,3.1121985639533283,-1.4564340972650969,24937.000694356706,RSI-golden-cross,bearish-divergence,2007-09-19
rsi_9_14,2007-10-15,2008-03-11,2182.06,1704.05,-21.984418320339476,-23.32795615152654,19452.965989346572,RSI-golden-cross,trailing-stop,2008-03-26
rsi_9_14,2008-04-11,2008-09-30,1832.05,1540.51,-15.997365799510652,-18.334652438525143,16339.163834834399,RSI-golden-cross,trailing-stop,2008-10-15
rsi_9_14,2008-10-17,2008-11-05,1291.58,1359.82,5.178220440872035,-9.430310162746402,17183.189974192956,VIX,climax-top,2008-11-20
rsi_9_14,2008-11-24,2009-01-14,1106.02,1183.79,6.924540387985798,-1.343556174391051,18370.977658496395,VIX,climax-top,2009-01-29
rsi_9_14,2009-02-02,2009-02-18,1168.13,1193.89,2.1030798495609764,0.0,18755.312957001086,VIX,climax-top,2009-03-05
rsi_9_14,2009-03-09,2011-09-19,1058.85,2277.64,114.8900692497403,0.0,40300.15610061265,VIX,bearish-divergence,2011-10-04
rsi_9_14,2011-10-06,2014-08-08,2181.58,3864.09,76.9464260343174,-1.4072369567010983,71306.91644202467,VIX,bearish-divergence,2014-08-23
rsi_9_14,2014-09-08,2014-10-02,4086.52,3984.8,-2.586621589902937,-2.490627722365245,69460.50221245711,RSI-golden-cross,bearish-divergence,2014-10-17
rsi_9_14,2014-10-21,2018-03-23,3916.65,6683.19,70.46481431644487,0.0,118403.01147159193,RSI-golden-cross,bearish-divergence,2018-04-07
rsi_9_14,2018-04-11,2020-02-26,6578.84,8883.01,34.88899911360298,-10.328416559758253,159710.28820440377,RSI-golden-cross,bearish-divergence,2020-03-12
rsi_9_14,2020-03-16,2021-12-01,7502.26,16347.96,117.6893390777586,-6.770893037564683,347669.09393795923,VIX,bearish-divergence,2021-12-16
rsi_9_14,2021-12-23,2022-03-21,16203.76,14377.15,-11.361436882658646,-19.48387287888737,308167.0028840556,RSI-golden-cross,climax-top,2022-04-05
rsi_9_14,2022-05-05,2022-06-14,13344.79,11385.18,-14.76973028616315,-15.410283713718995,262649.71542443085,RSI-golden-cross,climax-top,2022-06-29
rsi_9_14,2022-07-05,2022-11-14,11419.34,11728.11,2.6012689973714593,-6.381629761439801,269479.9150307609,RSI-golden-cross,climax-top,2022-11-29
rsi_9_14,2022-12-01,2023-05-02,12030.24,13225.48,9.82541603023118,-11.22920240992698,295955.3395462863,RSI-golden-cross,bearish-divergence,2023-05-17
rsi_9_14,2023-05-26,2023-06-01,13990.55,14269.09,1.8889753510727803,0.0,301543.8440707459,RSI-golden-cross,bearish-divergence,2023-06-16
rsi_9_14,2023-07-05,2024-12-19,15165.36,21358.79,40.69855172615732,-6.961852537625226,424265.4144414044,RSI-golden-cross,bearish-divergence,2025-01-03
rsi_9_14,2025-01-07,2025-01-10,21619.89,21012.29,-2.907516130310758,-2.030213844751293,411927.8581563521,RSI-golden-cross,bearish-divergence,2025-01-25
